,Municipality,Department,FARC Involvement,Year,Month,Day,Type of Violence
64,05001 MEDELLÍN,ANTIOQUIA,No,1995,11,14,Sexual violence
65,05001 MEDELLÍN,ANTIOQUIA,No,1995,12,15,Sexual violence
66,05001 MEDELLÍN,ANTIOQUIA,No,1995,12,31,Sexual violence
67,05001 MEDELLÍN,ANTIOQUIA,No,1996,1,5,Sexual violence
68,05001 MEDELLÍN,ANTIOQUIA,No,1996,2,24,Sexual violence
69,05001 MEDELLÍN,ANTIOQUIA,No,1996,10,27,Sexual violence
70,05001 MEDELLÍN,ANTIOQUIA,No,1997,1,15,Sexual violence
71,05001 MEDELLÍN,ANTIOQUIA,No,1997,1,25,Sexual violence
72,05001 MEDELLÍN,ANTIOQUIA,No,1997,3,7,Sexual violence
73,05001 MEDELLÍN,ANTIOQUIA,No,1997,8,7,Sexual violence
74,05001 MEDELLÍN,ANTIOQUIA,No,1997,10,2,Sexual violence
75,05001 MEDELLÍN,ANTIOQUIA,No,1997,10,2,Sexual violence
76,05001 MEDELLÍN,ANTIOQUIA,No,1997,12,4,Sexual violence
77,05001 MEDELLÍN,ANTIOQUIA,No,1998,2,1,Sexual violence
78,05001 MEDELLÍN,ANTIOQUIA,No,1998,3,15,Sexual violence
79,05001 MEDELLÍN,ANTIOQUIA,No,1998,8,2,Sexual violence
80,05001 MEDELLÍN,ANTIOQUIA,No,1998,9,17,Sexual violence
81,05001 MEDELLÍN,ANTIOQUIA,No,1998,9,19,Sexual violence
82,05001 MEDELLÍN,ANTIOQUIA,No,1998,10,28,Sexual violence
83,05001 MEDELLÍN,ANTIOQUIA,No,1998,11,1,Sexual violence
84,05001 MEDELLÍN,ANTIOQUIA,No,1998,11,11,Sexual violence
85,05001 MEDELLÍN,ANTIOQUIA,No,1998,12,7,Sexual violence
86,05001 MEDELLÍN,ANTIOQUIA,No,1999,1,1,Sexual violence
87,05001 MEDELLÍN,ANTIOQUIA,No,1999,1,1,Sexual violence
88,05001 MEDELLÍN,ANTIOQUIA,No,1999,7,19,Sexual violence
89,05001 MEDELLÍN,ANTIOQUIA,No,1999,7,23,Sexual violence
90,05001 MEDELLÍN,ANTIOQUIA,No,1999,8,29,Sexual violence
91,05001 MEDELLÍN,ANTIOQUIA,No,1999,9,10,Sexual violence
92,05001 MEDELLÍN,ANTIOQUIA,No,1999,9,19,Sexual violence
93,05001 MEDELLÍN,ANTIOQUIA,No,1999,10,11,Sexual violence
94,05001 MEDELLÍN,ANTIOQUIA,No,1999,10,12,Sexual violence
95,05001 MEDELLÍN,ANTIOQUIA,No,1999,11,1,Sexual violence
96,05001 MEDELLÍN,ANTIOQUIA,No,1999,11,9,Sexual violence
97,05001 MEDELLÍN,ANTIOQUIA,No,1999,11,15,Sexual violence
98,05001 MEDELLÍN,ANTIOQUIA,No,1999,11,28,Sexual violence
99,05001 MEDELLÍN,ANTIOQUIA,No,1999,12,22,Sexual violence
100,05001 MEDELLÍN,ANTIOQUIA,No,2000,1,1,Sexual violence
101,05001 MEDELLÍN,ANTIOQUIA,No,2000,1,1,Sexual violence
102,05001 MEDELLÍN,ANTIOQUIA,No,2000,1,1,Sexual violence
103,05001 MEDELLÍN,ANTIOQUIA,No,2000,1,1,Sexual violence
104,05001 MEDELLÍN,ANTIOQUIA,No,2000,1,18,Sexual violence
105,05001 MEDELLÍN,ANTIOQUIA,No,2000,3,1,Sexual violence
106,05001 MEDELLÍN,ANTIOQUIA,No,2000,4,1,Sexual violence
107,05001 MEDELLÍN,ANTIOQUIA,No,2000,6,6,Sexual violence
108,05001 MEDELLÍN,ANTIOQUIA,No,2000,7,7,Sexual violence
109,05001 MEDELLÍN,ANTIOQUIA,No,2000,8,1,Sexual violence
110,05001 MEDELLÍN,ANTIOQUIA,No,2000,8,2,Sexual violence
111,05001 MEDELLÍN,ANTIOQUIA,No,2000,8,11,Sexual violence
112,05001 MEDELLÍN,ANTIOQUIA,No,2000,9,23,Sexual violence
113,05001 MEDELLÍN,ANTIOQUIA,No,2000,9,23,Sexual violence
114,05001 MEDELLÍN,ANTIOQUIA,No,2000,9,30,Sexual violence
115,05001 MEDELLÍN,ANTIOQUIA,No,2000,10,11,Sexual violence
116,05001 MEDELLÍN,ANTIOQUIA,No,2000,10,16,Sexual violence
117,05001 MEDELLÍN,ANTIOQUIA,No,2000,11,3,Sexual violence
118,05001 MEDELLÍN,ANTIOQUIA,No,2000,12,7,Sexual violence
119,05001 MEDELLÍN,ANTIOQUIA,No,2000,12,12,Sexual violence
120,05001 MEDELLÍN,ANTIOQUIA,No,2000,12,27,Sexual violence
121,05001 MEDELLÍN,ANTIOQUIA,No,2000,12,30,Sexual violence
122,05001 MEDELLÍN,ANTIOQUIA,No,2001,1,2,Sexual violence
123,05001 MEDELLÍN,ANTIOQUIA,No,2001,1,9,Sexual violence
124,05001 MEDELLÍN,ANTIOQUIA,No,2001,2,12,Sexual violence
125,05001 MEDELLÍN,ANTIOQUIA,No,2001,3,8,Sexual violence
126,05001 MEDELLÍN,ANTIOQUIA,No,2001,3,31,Sexual violence
127,05001 MEDELLÍN,ANTIOQUIA,No,2001,4,1,Sexual violence
128,05001 MEDELLÍN,ANTIOQUIA,No,2001,8,14,Sexual violence
129,05001 MEDELLÍN,ANTIOQUIA,No,2001,9,8,Sexual violence
130,05001 MEDELLÍN,ANTIOQUIA,No,2001,10,30,Sexual violence
131,05001 MEDELLÍN,ANTIOQUIA,No,2001,12,1,Sexual violence
132,05001 MEDELLÍN,ANTIOQUIA,No,2002,1,1,Sexual violence
133,05001 MEDELLÍN,ANTIOQUIA,No,2002,1,15,Sexual violence
134,05001 MEDELLÍN,ANTIOQUIA,No,2002,1,24,Sexual violence
135,05001 MEDELLÍN,ANTIOQUIA,No,2002,5,1,Sexual violence
136,05001 MEDELLÍN,ANTIOQUIA,No,2002,5,5,Sexual violence
137,05001 MEDELLÍN,ANTIOQUIA,No,2002,5,10,Sexual violence
138,05001 MEDELLÍN,ANTIOQUIA,No,2002,5,15,Sexual violence
139,05001 MEDELLÍN,ANTIOQUIA,No,2002,5,31,Sexual violence
140,05001 MEDELLÍN,ANTIOQUIA,No,2002,6,15,Sexual violence
141,05001 MEDELLÍN,ANTIOQUIA,No,2002,6,18,Sexual violence
142,05001 MEDELLÍN,ANTIOQUIA,No,2002,7,1,Sexual violence
143,05001 MEDELLÍN,ANTIOQUIA,No,2002,8,13,Sexual violence
144,05001 MEDELLÍN,ANTIOQUIA,No,2002,9,7,Sexual violence
145,05001 MEDELLÍN,ANTIOQUIA,No,2002,10,2,Sexual violence
146,05001 MEDELLÍN,ANTIOQUIA,No,2002,10,27,Sexual violence
147,05001 MEDELLÍN,ANTIOQUIA,No,2002,11,9,Sexual violence
148,05001 MEDELLÍN,ANTIOQUIA,No,2002,11,20,Sexual violence
149,05001 MEDELLÍN,ANTIOQUIA,No,2002,11,22,Sexual violence
150,05001 MEDELLÍN,ANTIOQUIA,No,2002,11,23,Sexual violence
151,05001 MEDELLÍN,ANTIOQUIA,No,2002,12,16,Sexual violence
152,05001 MEDELLÍN,ANTIOQUIA,No,2003,1,14,Sexual violence
153,05001 MEDELLÍN,ANTIOQUIA,No,2003,1,17,Sexual violence
154,05001 MEDELLÍN,ANTIOQUIA,No,2003,1,29,Sexual violence
155,05001 MEDELLÍN,ANTIOQUIA,No,2003,2,10,Sexual violence
156,05001 MEDELLÍN,ANTIOQUIA,No,2003,4,4,Sexual violence
157,05001 MEDELLÍN,ANTIOQUIA,No,2003,4,16,Sexual violence
158,05001 MEDELLÍN,ANTIOQUIA,No,2003,6,1,Sexual violence
159,05001 MEDELLÍN,ANTIOQUIA,No,2003,6,1,Sexual violence
160,05001 MEDELLÍN,ANTIOQUIA,No,2003,6,14,Sexual violence
161,05001 MEDELLÍN,ANTIOQUIA,No,2003,6,23,Sexual violence
162,05001 MEDELLÍN,ANTIOQUIA,No,2003,7,13,Sexual violence
163,05001 MEDELLÍN,ANTIOQUIA,No,2003,7,13,Sexual violence
164,05001 MEDELLÍN,ANTIOQUIA,No,2003,8,22,Sexual violence
165,05001 MEDELLÍN,ANTIOQUIA,No,2003,8,26,Sexual violence
166,05001 MEDELLÍN,ANTIOQUIA,No,2003,9,1,Sexual violence
167,05001 MEDELLÍN,ANTIOQUIA,No,2003,9,19,Sexual violence
168,05001 MEDELLÍN,ANTIOQUIA,No,2003,9,26,Sexual violence
169,05001 MEDELLÍN,ANTIOQUIA,No,2003,10,1,Sexual violence
170,05001 MEDELLÍN,ANTIOQUIA,No,2003,10,14,Sexual violence
171,05001 MEDELLÍN,ANTIOQUIA,No,2003,11,3,Sexual violence
172,05001 MEDELLÍN,ANTIOQUIA,No,2003,12,15,Sexual violence
173,05001 MEDELLÍN,ANTIOQUIA,No,2004,1,1,Sexual violence
174,05001 MEDELLÍN,ANTIOQUIA,No,2004,2,4,Sexual violence
175,05001 MEDELLÍN,ANTIOQUIA,No,2004,3,3,Sexual violence
176,05001 MEDELLÍN,ANTIOQUIA,No,2004,4,14,Sexual violence
177,05001 MEDELLÍN,ANTIOQUIA,No,2004,5,22,Sexual violence
178,05001 MEDELLÍN,ANTIOQUIA,No,2004,6,24,Sexual violence
179,05001 MEDELLÍN,ANTIOQUIA,No,2004,7,18,Sexual violence
180,05001 MEDELLÍN,ANTIOQUIA,No,2004,8,1,Sexual violence
181,05001 MEDELLÍN,ANTIOQUIA,No,2004,8,20,Sexual violence
182,05001 MEDELLÍN,ANTIOQUIA,No,2004,9,25,Sexual violence
183,05001 MEDELLÍN,ANTIOQUIA,No,2004,11,4,Sexual violence
184,05001 MEDELLÍN,ANTIOQUIA,No,2004,12,15,Sexual violence
185,05001 MEDELLÍN,ANTIOQUIA,No,2004,12,15,Sexual violence
186,05001 MEDELLÍN,ANTIOQUIA,No,2004,12,18,Sexual violence
187,05001 MEDELLÍN,ANTIOQUIA,No,2005,5,25,Sexual violence
188,05001 MEDELLÍN,ANTIOQUIA,No,2005,6,1,Sexual violence
189,05001 MEDELLÍN,ANTIOQUIA,No,2005,8,4,Sexual violence
190,05001 MEDELLÍN,ANTIOQUIA,No,2006,2,8,Sexual violence
191,05001 MEDELLÍN,ANTIOQUIA,No,2006,4,12,Sexual violence
192,05001 MEDELLÍN,ANTIOQUIA,No,2006,5,14,Sexual violence
193,05001 MEDELLÍN,ANTIOQUIA,No,2006,8,20,Sexual violence
194,05001 MEDELLÍN,ANTIOQUIA,No,2006,9,3,Sexual violence
195,05001 MEDELLÍN,ANTIOQUIA,No,2006,10,4,Sexual violence
196,05001 MEDELLÍN,ANTIOQUIA,No,2006,10,31,Sexual violence
197,05001 MEDELLÍN,ANTIOQUIA,No,2006,12,1,Sexual violence
198,05001 MEDELLÍN,ANTIOQUIA,No,2006,12,1,Sexual violence
199,05001 MEDELLÍN,ANTIOQUIA,No,2006,12,4,Sexual violence
200,05001 MEDELLÍN,ANTIOQUIA,No,2006,12,9,Sexual violence
201,05001 MEDELLÍN,ANTIOQUIA,No,2007,1,1,Sexual violence
202,05001 MEDELLÍN,ANTIOQUIA,No,2007,3,23,Sexual violence
203,05001 MEDELLÍN,ANTIOQUIA,No,2007,3,28,Sexual violence
204,05001 MEDELLÍN,ANTIOQUIA,No,2007,3,30,Sexual violence
205,05001 MEDELLÍN,ANTIOQUIA,No,2007,4,13,Sexual violence
206,05001 MEDELLÍN,ANTIOQUIA,No,2007,7,16,Sexual violence
207,05001 MEDELLÍN,ANTIOQUIA,No,2008,1,1,Sexual violence
208,05001 MEDELLÍN,ANTIOQUIA,No,2008,2,25,Sexual violence
209,05001 MEDELLÍN,ANTIOQUIA,No,2008,3,8,Sexual violence
210,05001 MEDELLÍN,ANTIOQUIA,No,2008,7,20,Sexual violence
211,05001 MEDELLÍN,ANTIOQUIA,No,2008,7,20,Sexual violence
212,05001 MEDELLÍN,ANTIOQUIA,No,2008,10,28,Sexual violence
213,05001 MEDELLÍN,ANTIOQUIA,No,2008,11,1,Sexual violence
214,05001 MEDELLÍN,ANTIOQUIA,No,2009,1,1,Sexual violence
215,05001 MEDELLÍN,ANTIOQUIA,No,2009,1,1,Sexual violence
216,05001 MEDELLÍN,ANTIOQUIA,No,2009,1,1,Sexual violence
217,05001 MEDELLÍN,ANTIOQUIA,No,2009,12,7,Sexual violence
218,05001 MEDELLÍN,ANTIOQUIA,No,2009,12,25,Sexual violence
219,05001 MEDELLÍN,ANTIOQUIA,No,2010,5,9,Sexual violence
220,05001 MEDELLÍN,ANTIOQUIA,No,2010,5,9,Sexual violence
221,05001 MEDELLÍN,ANTIOQUIA,No,2011,1,1,Sexual violence
222,05001 MEDELLÍN,ANTIOQUIA,No,2011,2,6,Sexual violence
223,05001 MEDELLÍN,ANTIOQUIA,No,2011,4,17,Sexual violence
224,05001 MEDELLÍN,ANTIOQUIA,No,2011,5,8,Sexual violence
225,05001 MEDELLÍN,ANTIOQUIA,No,2011,5,23,Sexual violence
226,05001 MEDELLÍN,ANTIOQUIA,No,2011,6,11,Sexual violence
227,05001 MEDELLÍN,ANTIOQUIA,No,2011,6,18,Sexual violence
228,05001 MEDELLÍN,ANTIOQUIA,No,2011,7,23,Sexual violence
229,05001 MEDELLÍN,ANTIOQUIA,No,2011,8,25,Sexual violence
230,05001 MEDELLÍN,ANTIOQUIA,No,2011,11,4,Sexual violence
231,05001 MEDELLÍN,ANTIOQUIA,No,2011,11,5,Sexual violence
232,05001 MEDELLÍN,ANTIOQUIA,No,2011,11,13,Sexual violence
233,05001 MEDELLÍN,ANTIOQUIA,No,2011,11,24,Sexual violence
234,05001 MEDELLÍN,ANTIOQUIA,No,2011,12,19,Sexual violence
235,05001 MEDELLÍN,ANTIOQUIA,No,2012,1,1,Sexual violence
236,05001 MEDELLÍN,ANTIOQUIA,No,2012,1,6,Sexual violence
237,05001 MEDELLÍN,ANTIOQUIA,No,2012,2,28,Sexual violence
238,05001 MEDELLÍN,ANTIOQUIA,No,2012,3,1,Sexual violence
239,05001 MEDELLÍN,ANTIOQUIA,No,2012,6,18,Sexual violence
240,05001 MEDELLÍN,ANTIOQUIA,No,2012,8,15,Sexual violence
241,05001 MEDELLÍN,ANTIOQUIA,No,2012,9,1,Sexual violence
242,05001 MEDELLÍN,ANTIOQUIA,No,2012,10,1,Sexual violence
243,05001 MEDELLÍN,ANTIOQUIA,No,2012,10,14,Sexual violence
244,05001 MEDELLÍN,ANTIOQUIA,No,2012,10,24,Sexual violence
245,05001 MEDELLÍN,ANTIOQUIA,No,2012,12,15,Sexual violence
246,05001 MEDELLÍN,ANTIOQUIA,No,2013,1,7,Sexual violence
247,05001 MEDELLÍN,ANTIOQUIA,No,2013,1,20,Sexual violence
248,05001 MEDELLÍN,ANTIOQUIA,No,2013,2,17,Sexual violence
249,05001 MEDELLÍN,ANTIOQUIA,No,2013,3,13,Sexual violence
250,05001 MEDELLÍN,ANTIOQUIA,No,2013,4,1,Sexual violence
251,05001 MEDELLÍN,ANTIOQUIA,No,2013,4,14,Sexual violence
252,05001 MEDELLÍN,ANTIOQUIA,No,2013,4,14,Sexual violence
253,05001 MEDELLÍN,ANTIOQUIA,No,2013,4,14,Sexual violence
254,05001 MEDELLÍN,ANTIOQUIA,No,2013,4,17,Sexual violence
255,05001 MEDELLÍN,ANTIOQUIA,No,2013,4,22,Sexual violence
256,05001 MEDELLÍN,ANTIOQUIA,No,2013,5,7,Sexual violence
257,05001 MEDELLÍN,ANTIOQUIA,No,2013,5,19,Sexual violence
258,05001 MEDELLÍN,ANTIOQUIA,No,2013,6,2,Sexual violence
259,05001 MEDELLÍN,ANTIOQUIA,No,2013,6,16,Sexual violence
260,05001 MEDELLÍN,ANTIOQUIA,No,2013,7,28,Sexual violence
261,05001 MEDELLÍN,ANTIOQUIA,No,2013,8,17,Sexual violence
262,05001 MEDELLÍN,ANTIOQUIA,No,2013,8,26,Sexual violence
263,05001 MEDELLÍN,ANTIOQUIA,No,2013,8,26,Sexual violence
264,05001 MEDELLÍN,ANTIOQUIA,No,2013,9,1,Sexual violence
265,05001 MEDELLÍN,ANTIOQUIA,No,2013,9,17,Sexual violence
266,05001 MEDELLÍN,ANTIOQUIA,No,2013,11,1,Sexual violence
267,05001 MEDELLÍN,ANTIOQUIA,No,2013,11,17,Sexual violence
268,05001 MEDELLÍN,ANTIOQUIA,No,2014,1,31,Sexual violence
269,05001 MEDELLÍN,ANTIOQUIA,No,2014,3,1,Sexual violence
270,05001 MEDELLÍN,ANTIOQUIA,No,2014,3,10,Sexual violence
271,05001 MEDELLÍN,ANTIOQUIA,No,2014,3,10,Sexual violence
272,05001 MEDELLÍN,ANTIOQUIA,No,2014,3,27,Sexual violence
273,05001 MEDELLÍN,ANTIOQUIA,No,2014,4,5,Sexual violence
274,05001 MEDELLÍN,ANTIOQUIA,No,2014,4,26,Sexual violence
275,05001 MEDELLÍN,ANTIOQUIA,No,2014,5,14,Sexual violence
276,05001 MEDELLÍN,ANTIOQUIA,No,2014,5,25,Sexual violence
277,05001 MEDELLÍN,ANTIOQUIA,No,2014,6,2,Sexual violence
278,05001 MEDELLÍN,ANTIOQUIA,No,2014,6,25,Sexual violence
279,05001 MEDELLÍN,ANTIOQUIA,No,2014,7,6,Sexual violence
280,05001 MEDELLÍN,ANTIOQUIA,No,2014,7,20,Sexual violence
281,05001 MEDELLÍN,ANTIOQUIA,No,2014,8,3,Sexual violence
282,05001 MEDELLÍN,ANTIOQUIA,No,2014,8,3,Sexual violence
283,05001 MEDELLÍN,ANTIOQUIA,No,2014,8,11,Sexual violence
284,05001 MEDELLÍN,ANTIOQUIA,No,2014,9,12,Sexual violence
285,05001 MEDELLÍN,ANTIOQUIA,No,2014,11,12,Sexual violence
286,05001 MEDELLÍN,ANTIOQUIA,No,2015,3,18,Sexual violence
287,05001 MEDELLÍN,ANTIOQUIA,No,2015,5,6,Sexual violence
288,05001 MEDELLÍN,ANTIOQUIA,No,2015,7,10,Sexual violence
289,05001 MEDELLÍN,ANTIOQUIA,No,2016,1,1,Sexual violence
290,05001 MEDELLÍN,ANTIOQUIA,No,2016,4,4,Sexual violence
291,05001 MEDELLÍN,ANTIOQUIA,No,2016,4,14,Sexual violence
292,05001 MEDELLÍN,ANTIOQUIA,No,2016,4,26,Sexual violence
293,05002 ABEJORRAL,ANTIOQUIA,No,1966,11,16,Sexual violence
294,05002 ABEJORRAL,ANTIOQUIA,No,1988,7,15,Sexual violence
295,05002 ABEJORRAL,ANTIOQUIA,No,1995,1,28,Sexual violence
296,05002 ABEJORRAL,ANTIOQUIA,No,1995,2,13,Sexual violence
297,05002 ABEJORRAL,ANTIOQUIA,No,1996,12,12,Sexual violence
298,05002 ABEJORRAL,ANTIOQUIA,No,1996,12,12,Sexual violence
299,05002 ABEJORRAL,ANTIOQUIA,No,2000,3,10,Sexual violence
300,05002 ABEJORRAL,ANTIOQUIA,No,2000,6,15,Sexual violence
301,05002 ABEJORRAL,ANTIOQUIA,No,2000,9,1,Sexual violence
302,05002 ABEJORRAL,ANTIOQUIA,No,2001,1,1,Sexual violence
303,05002 ABEJORRAL,ANTIOQUIA,No,2001,3,17,Sexual violence
304,05002 ABEJORRAL,ANTIOQUIA,No,2001,6,9,Sexual violence
305,05002 ABEJORRAL,ANTIOQUIA,No,2002,2,11,Sexual violence
306,05002 ABEJORRAL,ANTIOQUIA,No,2002,2,12,Sexual violence
307,05002 ABEJORRAL,ANTIOQUIA,No,2002,7,16,Sexual violence
308,05002 ABEJORRAL,ANTIOQUIA,No,2004,4,17,Sexual violence
309,05002 ABEJORRAL,ANTIOQUIA,No,2006,5,5,Sexual violence
310,05002 ABEJORRAL,ANTIOQUIA,No,2006,7,20,Sexual violence
311,05002 ABEJORRAL,ANTIOQUIA,No,2006,8,15,Sexual violence
312,05002 ABEJORRAL,ANTIOQUIA,No,2014,2,12,Sexual violence
313,05021 ALEJANDRÍA,ANTIOQUIA,No,1998,4,12,Sexual violence
314,05021 ALEJANDRÍA,ANTIOQUIA,No,1999,5,11,Sexual violence
315,05021 ALEJANDRÍA,ANTIOQUIA,No,2000,5,1,Sexual violence
316,05021 ALEJANDRÍA,ANTIOQUIA,No,2000,6,23,Sexual violence
317,05021 ALEJANDRÍA,ANTIOQUIA,No,2001,6,11,Sexual violence
318,05021 ALEJANDRÍA,ANTIOQUIA,No,2001,7,30,Sexual violence
319,05021 ALEJANDRÍA,ANTIOQUIA,No,2002,1,1,Sexual violence
320,05021 ALEJANDRÍA,ANTIOQUIA,No,2002,1,25,Sexual violence
321,05021 ALEJANDRÍA,ANTIOQUIA,No,2002,3,1,Sexual violence
322,05021 ALEJANDRÍA,ANTIOQUIA,No,2003,8,17,Sexual violence
323,05021 ALEJANDRÍA,ANTIOQUIA,No,2008,1,1,Sexual violence
324,05030 AMAGÁ,ANTIOQUIA,No,2000,6,5,Sexual violence
325,05030 AMAGÁ,ANTIOQUIA,No,2000,6,5,Sexual violence
326,05030 AMAGÁ,ANTIOQUIA,No,2000,6,5,Sexual violence
327,05030 AMAGÁ,ANTIOQUIA,No,2000,8,30,Sexual violence
328,05030 AMAGÁ,ANTIOQUIA,No,2001,2,21,Sexual violence
329,05030 AMAGÁ,ANTIOQUIA,No,2005,11,30,Sexual violence
330,05031 AMALFI,ANTIOQUIA,No,1983,10,27,Sexual violence
331,05031 AMALFI,ANTIOQUIA,No,1988,7,28,Sexual violence
332,05031 AMALFI,ANTIOQUIA,No,1990,8,20,Sexual violence
333,05031 AMALFI,ANTIOQUIA,No,1995,2,25,Sexual violence
334,05031 AMALFI,ANTIOQUIA,No,1996,2,8,Sexual violence
335,05031 AMALFI,ANTIOQUIA,No,1999,2,5,Sexual violence
336,05031 AMALFI,ANTIOQUIA,No,1999,11,19,Sexual violence
337,05031 AMALFI,ANTIOQUIA,No,2001,11,1,Sexual violence
338,05031 AMALFI,ANTIOQUIA,No,2002,7,20,Sexual violence
339,05031 AMALFI,ANTIOQUIA,No,2003,8,27,Sexual violence
340,05031 AMALFI,ANTIOQUIA,No,2004,2,28,Sexual violence
341,05031 AMALFI,ANTIOQUIA,No,2004,7,1,Sexual violence
342,05031 AMALFI,ANTIOQUIA,No,2007,2,3,Sexual violence
343,05031 AMALFI,ANTIOQUIA,No,2010,10,26,Sexual violence
344,05031 AMALFI,ANTIOQUIA,No,2011,8,11,Sexual violence
345,05031 AMALFI,ANTIOQUIA,No,2015,3,28,Sexual violence
346,05034 ANDES,ANTIOQUIA,No,1991,2,21,Sexual violence
347,05034 ANDES,ANTIOQUIA,No,1993,12,5,Sexual violence
348,05034 ANDES,ANTIOQUIA,No,2000,5,11,Sexual violence
